"Central.Air","Lot.Shape","Garage.Cars","Overall.Qual","TotRms.AbvGrd","Gr.Liv.Area","Garage.Area","Fireplaces","Yr.Sold","SalePrice"
"Y","Reg",2,6,6,1054,460,0,2008,151000
"Y","Reg",1,4,4,936,288,0,2008,111900
"Y","Reg",2,5,5,864,576,0,2008,123000
"Y","IR1",2,4,5,864,576,0,2008,111250
"Y","Reg",2,6,5,1337,511,0,2008,181000
"Y","Reg",1,6,5,987,264,0,2008,103400
"Y","Reg",1,6,5,987,264,0,2008,100000
"Y","Reg",1,6,5,987,352,0,2008,100500
"Y","Reg",1,6,5,987,280,0,2008,106000
"Y","Reg",1,6,4,987,264,0,2008,85400
"Y","Reg",1,6,5,987,264,0,2008,89500
"Y","Reg",1,5,6,1302,264,0,2008,111750
"Y","Reg",2,6,4,1069,440,0,2008,140000
"Y","Reg",2,6,7,1456,460,0,2008,143000
"Y","Reg",2,7,4,1055,440,0,2008,148500
"Y","Reg",1,5,5,892,264,0,2008,110000
"Y","Reg",3,8,7,1932,774,1,2008,394617
"Y","Reg",3,10,9,2332,846,1,2008,426000
"Y","Reg",3,10,7,2084,1220,1,2008,385000
"Y","IR1",3,9,11,2713,858,1,2008,446261
"Y","Reg",3,8,7,1582,905,0,2008,317500
"Y","Reg",3,8,6,1710,866,1,2008,372402
"Y","Reg",3,8,9,2464,650,1,2008,417500
"Y","IR1",3,9,7,1950,706,1,2008,383000
"Y","Reg",3,9,9,2748,850,1,2008,390000
"Y","Reg",4,10,10,2790,1150,1,2008,460000
"Y","IR1",3,9,9,2331,1003,1,2008,379000
"Y","Reg",3,8,10,2088,656,1,2008,250000
"Y","IR1",3,8,9,2332,756,1,2008,316000
"Y","Reg",3,10,7,2470,789,2,2008,615000
"Y","IR1",3,9,10,2668,726,2,2008,412500
"Y","Reg",3,7,8,2046,871,1,2008,284000
"Y","IR1",3,8,7,1575,732,1,2008,284000
"Y","Reg",3,8,10,2649,746,1,2008,421250
"Y","IR1",3,8,9,2690,795,1,2008,370000
"Y","IR1",3,9,7,1866,870,1,2008,336860
"Y","Reg",3,9,7,1702,1052,1,2008,367294
"Y","IR3",2,7,6,1367,484,1,2008,192000
"Y","IR1",2,8,6,1518,588,1,2008,274000
"Y","IR1",2,9,6,1684,564,1,2008,266000
"Y","IR1",3,9,6,1800,944,1,2008,370967
"Y","Reg",2,8,6,1342,550,1,2008,234250
"Y","Reg",2,8,6,1342,550,1,2008,219500
"Y","Reg",2,7,6,1626,474,0,2008,155000
"Y","Reg",2,7,6,1626,474,0,2008,154000
"Y","Reg",2,7,6,1358,484,1,2008,207000
"Y","Reg",3,7,6,1455,644,1,2008,195000
"Y","Reg",3,7,7,1576,668,1,2008,219990
"Y","Reg",2,7,7,1504,437,1,2008,191000
"Y","Reg",2,7,6,1266,388,1,2008,159895
"Y","Reg",2,7,5,1246,428,1,2008,187687
"Y","IR1",2,6,8,1515,393,1,2008,179000
"Y","IR1",2,6,8,1593,398,1,2008,193000
"Y","IR1",2,7,5,1166,400,0,2008,190000
"Y","IR1",2,6,8,1456,400,0,2008,176000
"Y","IR1",2,7,7,1720,400,1,2008,188000
"Y","IR1",2,7,9,1986,434,1,2008,213000
"Y","IR1",2,7,6,1358,484,1,2008,217300
"Y","IR1",2,6,8,1792,451,1,2008,186500
"Y","IR1",2,7,8,1892,431,1,2008,226750
"Y","IR1",2,7,8,1490,388,1,2008,184000
"Y","Reg",2,7,6,1414,403,1,2008,176000
"Y","IR1",2,7,8,2322,400,1,2008,225000
"Y","IR1",2,7,7,1651,450,1,2008,185900
"Y","Reg",2,8,9,2199,516,1,2008,284500
"Y","Reg",3,8,8,2630,696,1,2008,315000
"Y","IR1",3,8,9,2198,836,1,2008,250000
"Y","Reg",3,9,8,2172,687,1,2008,291000
"Y","IR1",3,8,5,2006,938,1,2008,350000
"Y","IR1",2,7,12,2125,576,2,2008,279500
"Y","IR1",3,8,9,2501,751,1,2008,290000
"Y","IR1",3,8,7,2113,839,1,2008,350000
"Y","Reg",3,7,9,2418,983,1,2008,341000
"Y","Reg",3,7,9,2197,783,1,2008,287500
"Y","IR1",2,7,5,2127,525,2,2008,271000
"Y","IR1",2,8,7,1987,691,1,2008,301500
"Y","Reg",3,8,7,1580,830,0,2008,235128
"Y","IR1",3,6,9,1933,668,1,2008,214000
"Y","IR1",3,8,7,1574,824,1,2008,232000
"Y","IR1",3,7,7,1578,642,1,2008,240000
"Y","IR1",2,9,6,1506,592,1,2008,264132
"Y","Reg",3,8,6,1563,758,1,2008,245000
"Y","IR1",2,7,6,1428,554,0,2008,227680
"Y","Reg",3,8,7,1861,851,1,2008,257000
"Y","Reg",3,8,8,1874,880,1,2008,297900
"Y","Reg",2,8,6,1460,480,1,2008,247000
"Y","Reg",2,8,6,1372,588,0,2008,212700
"Y","Reg",2,7,6,1372,529,0,2008,250580
"Y","Reg",2,7,6,1428,480,0,2008,182000
"Y","Reg",2,7,7,1768,603,0,2008,226700
"Y","Reg",2,8,9,1992,648,1,2008,250000
"Y","Reg",3,7,9,1958,936,1,2008,250000
"Y","Reg",3,8,8,2078,836,1,2008,339750
"Y","Reg",2,7,7,1665,562,0,2008,205950
"Y","Reg",3,8,7,1660,660,1,2008,256000
"Y","Reg",2,7,6,1218,462,0,2008,230348
"Y","IR1",2,6,7,1728,673,0,2008,207500
"Y","Reg",0,7,6,1080,0,0,2008,141000
"Y","Reg",2,6,7,1696,542,0,2008,188000
"Y","Reg",2,7,8,1663,478,0,2008,192500
"Y","Reg",0,6,6,1175,0,0,2008,146000
"Y","Reg",2,5,6,1114,576,0,2008,159000
"Y","Reg",2,6,6,1114,576,0,2008,155000
"Y","IR1",2,6,6,1640,520,0,2008,173000
"Y","Reg",2,7,6,1162,483,0,2008,170000
"Y","IR1",2,6,6,1609,525,0,2008,182000
"Y","IR1",2,6,7,1680,474,0,2008,163000
"Y","Reg",2,6,7,1679,575,1,2008,193500
"Y","IR2",2,7,6,1657,483,0,2008,189000
"Y","Reg",2,6,7,1677,627,0,2008,190500
"Y","Reg",2,7,7,1737,506,0,2008,175000
"Y","Reg",2,6,6,1294,496,0,2008,179200
"Y","IR1",2,6,7,1710,506,0,2008,187000
"Y","Reg",2,6,5,1617,533,1,2008,193000
"Y","Reg",2,6,5,1199,530,0,2008,153900
"Y","Reg",1,5,5,984,384,1,2008,128000
"Y","IR2",1,5,4,912,352,0,2008,144000
"Y","Reg",1,5,5,864,420,1,2008,135000
"N","Reg",1,5,5,890,308,0,2008,115000
"Y","Reg",1,5,5,864,276,0,2008,119916
"Y","IR1",1,6,5,912,288,0,2008,142000
"Y","Reg",2,6,6,1430,484,2,2008,192000
"Y","Reg",2,5,5,1641,490,1,2008,140000
"Y","IR1",2,6,9,2683,473,2,2008,290000
"Y","Reg",2,9,10,2786,636,1,2008,372500
"Y","IR2",2,7,5,1391,530,0,2008,196000
"Y","IR1",2,7,5,1250,625,0,2008,171900
"Y","IR1",2,7,5,1245,495,0,2008,178000
"Y","Reg",2,6,5,1200,480,0,2008,165000
"Y","Reg",2,7,5,1392,540,0,2008,146000
"Y","Reg",2,7,5,1392,540,0,2008,146000
"Y","Reg",2,7,6,1501,440,0,2008,179400
"Y","Reg",2,6,6,1549,440,0,2008,172900
"Y","IR1",2,9,5,1638,495,1,2008,300000
"Y","IR1",2,9,5,1310,545,1,2008,285000
"Y","IR1",2,9,5,1419,588,1,2008,290000
"Y","IR1",2,9,5,1557,484,1,2008,305000
"Y","IR1",2,9,5,1709,506,1,2008,328900
"Y","Reg",2,7,4,1252,462,0,2008,160000
"Y","Reg",2,7,5,1404,462,0,2008,170000
"Y","IR1",2,7,7,1789,546,1,2008,223000
"Y","Reg",2,8,7,1586,480,0,2008,170000
"Y","Reg",2,8,7,1607,480,0,2008,200000
"Y","IR1",2,10,7,2393,846,1,2008,345000
"Y","IR2",2,8,4,1288,500,2,2008,245500
"Y","IR2",2,8,4,1239,477,1,2008,217500
"Y","IR1",2,8,6,1719,473,2,2008,324000
"Y","IR1",2,6,6,1232,516,0,2008,162500
"Y","IR1",3,9,9,2944,864,1,2008,150000
"Y","Reg",2,8,6,1671,550,1,2008,290000
"Y","Reg",2,7,7,1812,469,1,2008,205000
"Y","Reg",2,7,7,1682,530,1,2008,174000
"Y","IR1",2,6,7,1427,516,0,2008,183000
"Y","Reg",2,6,8,1740,512,1,2008,150000
"Y","Reg",2,6,5,1258,528,0,2008,145000
"Y","IR1",2,7,8,1620,578,1,2008,215000
"Y","Reg",2,5,8,1625,484,0,2008,140500
"Y","Reg",2,6,9,2614,624,1,2008,240000
"Y","Reg",2,5,7,1464,470,0,2008,141000
"Y","Reg",2,5,5,912,576,0,2008,147000
"Y","Reg",2,5,5,925,576,0,2008,135000
"Y","IR1",2,5,10,1728,576,0,2008,145000
"Y","IR1",2,5,10,1728,576,0,2008,142600
"Y","IR1",2,5,8,1656,506,0,2008,135000
"Y","IR1",2,7,7,1670,464,0,2008,170000
"Y","IR1",2,8,11,2715,831,2,2008,299800
"Y","Reg",2,6,8,1876,540,1,2008,185000
"Y","Reg",2,6,7,1632,484,0,2008,173000
"Y","IR1",2,7,6,999,588,0,2008,178400
"Y","Reg",2,7,9,1978,486,1,2008,176000
"Y","IR1",1,5,6,1014,267,0,2008,98000
"Y","IR1",1,4,5,907,352,0,2008,109008
"Y","IR1",1,4,4,952,283,0,2008,135750
"Y","Reg",2,5,6,1128,525,0,2008,155000
"Y","IR1",2,6,7,1425,576,1,2008,180500
"Y","Reg",2,6,6,1165,490,0,2008,174900
"Y","Reg",1,6,5,1136,384,1,2008,140000
"Y","Reg",2,6,6,1092,504,0,2008,145000
"Y","Reg",2,5,6,1265,502,1,2008,179900
"Y","Reg",2,6,6,1350,520,0,2008,168500
"Y","Reg",2,5,5,1114,451,0,2008,140000
"Y","IR1",1,5,5,1053,312,0,2008,145500
"Y","IR1",2,6,7,1252,528,0,2008,142000
"Y","IR1",1,4,6,1100,312,1,2008,141000
"Y","IR1",1,5,6,1118,264,0,2008,153000
"N","IR1",1,3,4,720,287,0,2008,72500
"Y","IR1",0,3,5,729,0,0,2008,52000
"Y","Reg",1,5,5,1077,205,2,2008,118000
"Y","IR1",1,4,5,906,231,0,2008,87000
"Y","Reg",2,5,6,1496,450,0,2008,141500
"Y","Reg",1,6,6,1252,288,0,2008,119000
"Y","Reg",1,5,7,1337,264,1,2008,141500
"Y","Reg",1,6,8,1661,377,1,2008,165500
"Y","Reg",1,5,5,1036,312,0,2008,112900
"Y","IR1",2,7,8,1820,492,2,2008,201800
"Y","IR1",2,6,6,1362,504,1,2008,163000
"Y","Reg",2,5,6,1144,456,0,2008,139950
"Y","Reg",2,6,7,1537,462,1,2008,174000
"Y","IR1",1,6,6,1431,296,1,2008,165000
"Y","Reg",2,6,9,1988,480,1,2008,227000
"Y","IR1",1,5,6,1098,260,0,2008,135000
"Y","Reg",1,5,6,1144,336,0,2008,124000
"Y","Reg",2,5,6,1283,506,0,2008,140000
"Y","Reg",1,5,6,1176,292,2,2008,136500
"Y","Reg",1,5,7,1440,480,0,2008,185000
"Y","Reg",2,6,6,1261,433,1,2008,163000
"Y","IR1",2,6,5,1570,441,1,2008,166800
"Y","Reg",1,6,6,1196,297,1,2008,139000
"Y","IR1",2,6,6,1392,458,2,2008,166000
"Y","Reg",1,6,5,1080,288,0,2008,136000
"Y","Reg",1,5,5,1104,384,0,2008,133000
"Y","Reg",1,5,4,882,240,0,2008,116000
"Y","IR1",2,5,6,1152,636,0,2008,137500
"N","Reg",2,5,5,950,400,0,2008,130000
"Y","Reg",2,6,6,1790,540,2,2008,180000
"Y","Reg",2,5,4,952,840,0,2008,139000
"Y","Reg",1,5,4,773,240,0,2008,110000
"Y","Reg",1,5,7,1764,301,1,2008,100000
"Y","Reg",1,5,6,1216,336,0,2008,118500
"Y","Reg",2,5,9,1824,484,0,2008,146000
"N","Reg",1,4,3,869,390,0,2008,89900
"Y","Reg",1,5,5,1159,288,0,2008,114000
"Y","Reg",1,5,6,1558,288,1,2008,140000
"Y","Reg",1,4,4,672,308,0,2008,86900
"Y","Reg",4,5,7,1436,1488,1,2008,139000
"N","Reg",0,4,7,1294,0,0,2008,106250
"Y","IR1",2,6,8,1716,490,1,2008,171000
"Y","IR1",2,5,5,1044,372,1,2008,139000
"Y","IR1",2,7,6,1312,495,1,2008,186000
"Y","IR1",1,6,5,1253,352,1,2008,157000
"Y","IR1",1,6,5,1081,401,0,2008,148000
"Y","IR2",2,7,9,2069,505,1,2008,242000
"Y","Reg",2,5,5,910,414,0,2008,116000
"Y","Reg",2,5,5,876,576,1,2008,94000
"Y","Reg",2,5,7,1048,420,0,2008,98300
"Y","Reg",1,5,7,1507,404,0,2008,127000
"Y","Reg",1,5,6,1256,311,0,2008,159000
"Y","Reg",1,5,6,1027,299,0,2008,125900
"Y","Reg",1,5,6,1269,308,1,2008,155000
"Y","Reg",2,6,5,1320,576,0,2008,138000
"Y","Reg",1,6,4,984,280,0,2008,112500
"Y","Reg",2,6,4,832,528,0,2008,105500
"Y","Reg",1,6,6,1278,240,0,2008,127500
"N","Reg",0,5,10,1800,0,0,2008,130000
"Y","Reg",2,5,6,1588,480,0,2008,150000
"Y","Reg",1,5,4,825,350,0,2008,109500
"Y","Reg",2,6,8,1796,483,1,2008,140000
"Y","Reg",2,6,7,1611,442,0,2008,167900
"Y","Reg",1,5,6,1117,264,0,2008,136870
"N","Reg",1,6,7,1133,308,0,2008,143000
"N","IR3",2,5,4,764,504,0,2008,73000
"Y","Reg",2,5,8,1539,686,1,2008,157500
"Y","Reg",2,5,6,1323,400,0,2008,122600
"N","Reg",1,5,6,1360,330,0,2008,111000
"Y","Reg",2,6,8,2792,520,2,2008,256000
"Y","Reg",1,5,4,672,256,0,2008,64000
"Y","Reg",1,6,7,1456,308,0,2008,139500
"Y","Reg",0,4,9,1594,0,0,2008,118000
"Y","Reg",2,7,6,2082,484,0,2008,200000
"Y","Reg",2,4,8,1656,440,0,2008,119164
"N","Reg",1,5,6,1740,225,1,2008,122250
"Y","Reg",0,7,5,1027,0,1,2008,120000
"Y","Reg",2,6,8,1436,828,2,2008,155000
"N","Reg",1,5,5,899,200,0,2008,78000
"Y","Reg",0,5,5,1080,0,0,2008,95000
"Y","Reg",1,5,5,789,250,0,2008,115000
"Y","Reg",2,5,6,1122,528,0,2008,147000
"Y","Reg",3,5,5,1499,869,1,2008,140000
"N","Reg",1,2,3,407,297,0,2008,46500
"Y","Reg",1,5,5,928,288,0,2008,112500
"Y","Reg",1,4,4,901,281,0,2008,107900
"Y","Reg",0,3,6,1588,0,0,2008,65000
"Y","Reg",3,7,10,3493,870,1,2008,295000
"N","Reg",2,5,10,1627,420,0,2008,139500
"Y","IR1",3,5,7,1416,720,1,2008,153900
"Y","Reg",1,7,7,1450,288,0,2008,132000
"N","Reg",3,5,7,1344,513,0,2008,98000
"Y","Reg",1,5,5,1017,308,0,2008,114000
"Y","Reg",2,5,10,2350,393,0,2008,130000
"N","Reg",2,6,8,2058,396,1,2008,129500
"Y","Reg",0,5,7,1540,0,0,2008,129400
"Y","Reg",2,7,7,1378,360,1,2008,161000
"N","Reg",2,6,7,1912,672,1,2008,163000
"Y","Reg",0,6,9,1484,0,1,2008,128000
"N","Reg",0,8,8,2358,0,0,2008,122000
"Y","Reg",1,7,5,1111,288,1,2008,116900
"Y","Reg",2,10,9,2775,880,1,2008,325000
"N","Reg",2,2,5,1086,400,0,2008,55000
"Y","Reg",2,7,10,2495,342,1,2008,184000
"Y","Reg",1,5,5,984,308,0,2008,110000
"N","Reg",1,5,7,1795,352,0,2008,131500
"Y","Reg",1,5,4,882,308,0,2008,97000
"Y","Reg",1,4,5,1093,308,0,2008,115500
"Y","IR1",1,5,5,1143,288,1,2008,138000
"Y","IR1",1,7,8,1668,252,0,2008,108000
"Y","Reg",1,5,4,935,308,0,2008,79500
"Y","Reg",1,5,6,1738,240,1,2008,153000
"Y","Reg",0,5,5,784,0,0,2008,109500
"Y","Reg",1,5,6,1210,240,0,2008,124000
"Y","Reg",1,6,6,1290,200,0,2008,106900
"Y","Reg",1,6,6,1672,240,1,2008,164900
"Y","Reg",2,5,5,949,370,1,2008,119000
"Y","Reg",1,6,5,1158,208,1,2008,120000
"Y","Reg",1,6,5,1497,672,0,2008,157000
"Y","Reg",1,6,7,1342,240,1,2008,105000
"Y","Reg",1,6,6,1013,160,0,2008,113000
"Y","IR1",1,5,6,1216,355,1,2008,115000
"Y","IR1",1,4,4,896,280,0,2008,79000
"Y","Reg",1,4,6,1136,336,0,2008,123000
"N","Reg",1,5,6,808,164,0,2008,81300
"Y","Reg",2,5,8,1573,360,1,2008,162900
"Y","Reg",2,7,7,2009,400,1,2008,150000
"Y","Reg",2,5,7,1902,576,0,2008,123500
"Y","Reg",2,7,8,1774,468,2,2008,129900
"Y","IR1",2,6,6,1362,502,0,2008,128000
"N","IR1",1,4,4,520,240,0,2008,68500
"Y","Reg",1,5,6,1285,240,0,2008,127000
"Y","Reg",2,6,8,1848,370,1,2008,207000
"Y","Reg",1,7,8,1820,240,0,2008,184000
"Y","Reg",2,6,8,1716,672,0,2008,162500
"Y","Reg",1,5,8,1505,240,0,2008,145000
"Y","Reg",1,6,5,838,275,0,2008,130000
"Y","Reg",1,6,8,1984,360,0,2008,160000
"Y","Reg",1,8,7,1666,228,1,2008,161000
"Y","Reg",1,6,7,1609,228,0,2008,127500
"Y","IR1",2,6,4,768,440,0,2008,93850
"Y","Reg",1,6,7,1536,308,0,2008,136000
"Y","Reg",2,6,9,1969,400,1,2008,141000
"Y","Reg",2,5,6,1308,400,0,2008,120000
"Y","Reg",2,6,5,1040,320,0,2008,127500
"Y","Reg",1,6,6,1236,384,1,2008,127000
"Y","IR1",0,6,6,1406,0,0,2008,89500
"Y","IR1",2,5,4,825,720,0,2008,125000
"Y","IR1",0,6,7,1198,0,0,2008,79900
"Y","Reg",2,5,5,759,576,0,2008,85000
"N","Reg",0,3,8,1344,0,0,2008,82375
"Y","Reg",1,6,7,1469,216,0,2008,135000
"N","Reg",1,5,6,1054,240,0,2008,124000
"Y","Reg",1,5,5,1211,322,1,2008,134000
"Y","Reg",1,5,7,1271,312,1,2008,135000
"Y","Reg",2,4,7,1588,680,1,2008,134432
"Y","Reg",0,5,6,1355,0,0,2008,127500
"Y","Reg",2,5,6,1075,440,0,2008,148000
"Y","Reg",1,5,5,1040,384,0,2008,129500
"Y","Reg",2,6,6,1096,484,1,2008,157500
"Y","IR1",1,5,6,904,408,0,2008,109900
"Y","IR1",1,5,6,992,294,0,2008,145000
"Y","IR1",2,5,5,894,450,0,2008,130000
"Y","IR1",2,6,6,1034,504,1,2008,153000
"Y","IR1",1,5,6,1073,270,0,2008,120000
"Y","IR1",2,5,5,1126,506,0,2008,152000
"Y","Reg",2,4,6,1258,400,0,2008,108959
"Y","Reg",2,5,6,1140,400,0,2008,95541
"Y","Reg",0,5,5,1006,0,0,2008,80000
"Y","IR1",1,5,6,1228,271,0,2008,149350
"Y","Reg",1,5,6,960,300,0,2008,144900
"Y","Reg",2,6,4,1188,621,1,2008,185000
"Y","Reg",1,5,6,1383,354,1,2008,165000
"Y","Reg",2,6,4,1252,564,1,2008,235000
"Y","Reg",1,5,6,1601,300,0,2008,140000
"Y","Reg",1,5,4,672,240,0,2008,108000
"Y","Reg",2,5,7,1721,626,2,2008,145000
"Y","Reg",3,5,6,1350,627,0,2008,152400
"Y","Reg",3,5,5,904,912,0,2008,144000
"Y","Reg",2,6,6,1291,431,1,2008,173000
"Y","Reg",2,7,8,2022,505,1,2008,192000
"Y","IR1",2,7,7,1524,478,2,2008,245000
"Y","IR1",2,7,5,1363,439,2,2008,241500
"Y","IR1",2,4,6,1663,529,2,2008,256000
"Y","IR1",1,6,5,1357,312,1,2008,177000
"Y","Reg",1,7,5,1079,249,1,2008,125600
"Y","IR1",2,6,5,1094,495,2,2008,155000
"Y","IR2",2,6,10,2358,360,1,2008,240000
"Y","Reg",0,5,5,1518,0,2,2008,260000
"Y","Reg",2,6,8,1674,396,1,2008,185000
"Y","Reg",2,6,7,2108,540,2,2008,235000
"Y","Reg",1,5,6,1509,322,1,2008,159900
"N","Reg",0,5,4,864,0,0,2008,99600
"Y","Reg",1,6,7,1269,280,0,2008,134500
"Y","Reg",1,5,7,1367,384,0,2008,119000
"Y","Reg",0,5,5,1347,0,0,2008,107500
"N","Reg",1,5,5,1164,240,0,2008,125000
"N","Reg",0,6,5,1096,0,0,2008,79000
"N","Reg",1,5,5,1111,200,0,2008,95000
"Y","Reg",2,7,10,2329,514,1,2008,262280
"Y","IR3",2,6,9,2814,614,1,2008,260000
"Y","Reg",2,7,7,1626,534,1,2008,226500
"Y","IR2",2,7,9,2200,453,1,2008,225000
"Y","IR1",2,7,8,2037,472,1,2008,229000
"Y","IR1",2,7,6,1356,484,1,2008,177439
"Y","IR1",3,8,7,1615,864,1,2008,248500
"Y","Reg",3,9,7,2276,1348,2,2008,475000
"Y","Reg",3,9,8,1766,874,2,2008,395039
"Y","IR2",3,7,9,2097,678,1,2008,228000
"Y","IR2",3,8,6,1511,811,1,2008,225000
"Y","IR1",2,6,6,1643,438,1,2008,195000
"Y","IR1",2,6,8,1688,603,0,2008,200000
"Y","Reg",2,5,5,990,528,0,2008,155000
"Y","Reg",1,5,6,1099,352,0,2008,144000
"Y","IR2",2,5,5,990,672,0,2008,145000
"Y","IR1",2,7,5,1418,558,1,2008,226001
"Y","IR1",2,6,6,1771,600,0,2008,215700
"Y","IR1",2,7,6,1652,532,0,2008,207500
"Y","IR1",2,7,7,1790,588,0,2008,193000
"Y","IR1",2,7,8,1724,527,0,2008,188000
"Y","IR1",2,7,6,1479,577,0,2008,191000
"Y","IR1",2,7,6,1494,530,1,2008,221000
"Y","Reg",2,7,7,1792,564,1,2008,231500
"Y","IR1",2,7,6,1823,626,0,2008,235000
"Y","IR1",2,7,6,1786,608,1,2008,223500
"Y","IR1",1,5,5,938,308,0,2008,130250
"Y","Reg",1,5,6,985,328,0,2008,149900
"Y","IR1",2,5,5,1174,528,0,2008,158000
"Y","IR1",2,6,5,1026,576,0,2008,147000
"Y","IR1",2,5,5,1076,576,1,2008,143195
"Y","IR1",2,5,5,1558,440,0,2008,163000
"Y","IR1",1,5,5,924,280,0,2008,110000
"Y","IR1",1,5,5,864,352,0,2008,127000
"Y","Reg",1,5,4,780,352,0,2008,124900
"Y","Reg",2,8,7,1795,534,1,2008,230000
"Y","Reg",2,8,7,2031,577,1,2008,237000
"Y","IR1",3,7,7,1865,839,1,2008,235000
"Y","Reg",2,7,8,2161,570,1,2008,230500
"Y","IR1",3,8,7,1852,660,2,2008,230000
"Y","IR1",2,7,8,2031,541,1,2008,222500
"Y","Reg",2,8,7,2263,905,1,2008,287000
"Y","IR1",3,9,7,1947,725,1,2008,274000
"Y","IR2",3,8,6,1786,715,1,2008,300000
"Y","Reg",2,8,9,2290,779,1,2008,255900
"Y","Reg",2,7,8,1768,543,0,2008,224900
"Y","IR2",2,7,9,2327,596,1,2008,240000
"Y","IR1",2,7,6,1640,595,0,2008,183000
"Y","IR1",2,8,7,1764,560,1,2008,207000
"Y","Reg",2,7,8,1908,493,1,2008,210000
"Y","Reg",2,6,3,848,420,0,2008,136500
"Y","Reg",2,6,3,848,420,0,2008,145000
"Y","Reg",2,6,7,1493,508,1,2008,208900
"Y","Reg",3,6,8,1838,721,0,2008,185000
"Y","Reg",2,7,7,1536,532,0,2008,214000
"Y","Reg",2,7,8,1710,548,0,2008,208500
"Y","Reg",2,7,6,1445,470,0,2008,186500
"Y","Reg",2,7,8,1436,484,0,2008,210000
"Y","Reg",2,7,6,1582,520,0,2008,185900
"Y","Reg",2,8,7,1234,484,0,2008,179900
"Y","Reg",3,7,6,1564,814,0,2008,218836
"Y","Reg",2,7,6,1361,610,0,2008,193000
"Y","Reg",2,7,7,1456,410,1,2008,189000
"Y","Reg",2,6,3,848,420,1,2008,149300
"Y","Reg",2,6,3,848,420,1,2008,141000
"Y","Reg",2,6,3,848,420,1,2008,149000
"Y","Reg",2,6,4,848,420,1,2008,144500
"Y","Reg",0,5,4,796,0,0,2008,85000
"Y","Reg",0,5,9,2200,0,0,2008,145900
"Y","Reg",1,5,6,1092,264,0,2008,123000
"Y","Reg",1,5,6,1256,276,0,2008,147500
"Y","Reg",2,5,6,1033,504,0,2008,165000
"Y","Reg",2,6,6,1127,480,1,2008,135000
"Y","Reg",0,5,6,996,0,1,2008,108000
"Y","Reg",2,4,6,1181,588,0,2008,137500
"Y","Reg",2,7,7,1656,397,1,2008,165400
"Y","IR1",2,6,6,1117,542,1,2008,147000
"Y","Reg",2,6,6,1398,440,1,2008,160500
"Y","Reg",2,4,5,1132,451,0,2008,176000
"Y","IR1",2,5,11,3820,624,2,2008,284700
"Y","IR3",2,10,12,5642,1418,3,2008,160000
"Y","Reg",2,6,5,1072,525,0,2008,148000
"N","Reg",0,4,6,1152,0,0,2008,82000
"N","Reg",0,4,6,1152,0,0,2008,82000
"N","Reg",0,4,8,1440,0,0,2008,118000
"N","Reg",0,4,6,1152,0,0,2008,82500
"N","Reg",0,4,4,784,0,0,2008,91900
"Y","Reg",0,5,5,1053,0,0,2008,120000
"Y","Reg",0,5,8,1137,0,0,2008,96000
"Y","Reg",1,4,5,930,286,0,2008,99000
"Y","Reg",1,5,6,1200,240,0,2008,130500
"Y","Reg",1,4,7,1470,548,0,2008,135000
"Y","IR1",1,5,8,1393,300,0,2008,135500
"Y","Reg",1,4,6,1204,312,0,2008,100000
"Y","Reg",1,4,6,1292,205,0,2008,108000
"N","Reg",0,5,5,864,0,0,2008,98000
"N","Reg",0,3,5,864,0,0,2008,67000
"N","Reg",0,5,9,1716,0,0,2008,135900
"N","IR1",1,6,7,1482,400,0,2008,140000
"Y","Reg",1,5,8,2192,240,1,2008,179500
"Y","Reg",2,6,7,1694,576,1,2008,136500
"Y","Reg",1,7,7,1424,312,1,2008,168000
"N","Reg",0,5,7,1964,0,0,2008,130000
"Y","Reg",2,5,8,2601,621,0,2008,189000
"Y","Reg",2,6,10,1920,480,2,2008,161900
"Y","Reg",1,6,6,1316,369,1,2008,145000
"Y","IR1",2,6,11,2555,672,1,2008,191000
"Y","Reg",1,6,8,1680,308,0,2008,177000
"Y","Reg",2,6,6,1264,400,0,2008,147500
"N","Reg",1,6,4,790,160,0,2008,91000
"Y","Reg",1,8,7,1512,180,1,2008,231000
"Y","Reg",1,6,6,1639,240,0,2008,115000
"Y","IR1",2,6,7,1603,599,1,2008,138000
"Y","Reg",1,7,6,1502,270,1,2008,149000
"Y","IR1",1,6,6,1660,240,1,2008,188700
"Y","IR1",1,5,7,1938,240,1,2008,198000
"Y","IR1",1,5,6,1374,225,0,2008,110000
"N","IR1",1,6,5,1091,344,1,2008,104000
"Y","IR1",2,8,9,1873,786,2,2008,257076
"Y","IR1",3,8,11,3447,1014,2,2008,381000
"Y","IR1",2,7,8,1954,431,2,2008,311500
"Y","Reg",2,7,8,2161,506,2,2008,263400
"Y","IR1",2,5,7,1898,484,2,2008,236500
"Y","IR1",2,6,7,1640,924,1,2008,224000
"Y","Reg",2,6,5,1032,462,1,2008,116500
"Y","Reg",2,6,6,1556,452,1,2008,151000
"Y","Reg",1,6,5,919,195,0,2008,126000
"Y","Reg",1,6,5,1090,240,0,2008,120000
"N","Reg",0,4,5,796,0,0,2008,55000
"Y","Reg",1,6,5,816,432,0,2008,120500
"Y","Reg",1,5,4,778,924,1,2008,120500
"Y","Reg",0,5,7,1200,0,0,2008,119000
"Y","Reg",1,5,7,1656,288,1,2008,126000
"Y","Reg",1,5,5,912,360,0,2008,99500
"Y","Reg",1,5,7,1955,356,0,2008,165500
